 service_point_name |    service_point_display_name     | action_date | day_of_week | hour_of_day |    material_type    | action_type | ct  
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | electronic resource | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | microform           | Checkin     | 127
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | microform           | Checkout    | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | sound recording     | Checkin     | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | sound recording     | Checkout    | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | text                | Checkin     | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | text                | Checkout    |  87
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | unspecified         | Checkin     | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | unspecified         | Checkout    | 122
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | video recording     | Checkin     | 123
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-12  | Sunday      |           0 | video recording     | Checkout    | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | book                | Checkin     | 106
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | book                | Checkout    |  89
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | dvd                 | Checkin     |  99
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | dvd                 | Checkout    | 101
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | electronic resource | Checkin     | 124
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | electronic resource | Checkout    |  97
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | microform           | Checkin     | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | microform           | Checkout    | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | sound recording     | Checkin     | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | sound recording     | Checkout    | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | text                | Checkin     | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | text                | Checkout    | 142
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | unspecified         | Checkin     | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | unspecified         | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | video recording     | Checkin     | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-13  | Monday      |           0 | video recording     | Checkout    | 140
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | book                | Checkin     | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | book                | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | dvd                 | Checkin     | 105
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | dvd                 | Checkout    | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | electronic resource | Checkin     | 117
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | electronic resource | Checkout    | 125
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | microform           | Checkin     | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | microform           | Checkout    | 123
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | sound recording     | Checkin     |  97
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | sound recording     | Checkout    | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | text                | Checkin     | 105
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | text                | Checkout    | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | unspecified         | Checkin     | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | unspecified         | Checkout    | 105
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | video recording     | Checkin     | 130
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-14  | Tuesday     |           0 | video recording     | Checkout    | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | book                | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | book                | Checkout    |  88
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | dvd                 | Checkin     | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | dvd                 | Checkout    |  99
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | electronic resource | Checkin     | 134
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | electronic resource | Checkout    | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | microform           | Checkin     | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | microform           | Checkout    | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | sound recording     | Checkin     | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | sound recording     | Checkout    | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | text                | Checkin     | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | text                | Checkout    | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | unspecified         | Checkin     | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | unspecified         | Checkout    | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | video recording     | Checkin     | 109
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-15  | Wednesday   |           0 | video recording     | Checkout    | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | book                | Checkin     | 123
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | book                | Checkout    | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | dvd                 | Checkin     | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | dvd                 | Checkout    | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | electronic resource | Checkin     | 117
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | electronic resource | Checkout    | 129
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | microform           | Checkin     | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | microform           | Checkout    | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | sound recording     | Checkin     | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | sound recording     | Checkout    | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | text                | Checkin     | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | text                | Checkout    | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | unspecified         | Checkin     | 118
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | unspecified         | Checkout    | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | video recording     | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-16  | Thursday    |           0 | video recording     | Checkout    | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | book                | Checkin     | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | book                | Checkout    | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | dvd                 | Checkin     | 105
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | dvd                 | Checkout    | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | electronic resource | Checkin     | 101
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | electronic resource | Checkout    | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | microform           | Checkin     |  98
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | microform           | Checkout    | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | sound recording     | Checkin     | 106
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | sound recording     | Checkout    | 118
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | text                | Checkin     | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | text                | Checkout    | 126
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | unspecified         | Checkin     | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | unspecified         | Checkout    | 122
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | video recording     | Checkin     | 109
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-17  | Friday      |           0 | video recording     | Checkout    | 123
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | book                | Checkin     | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | book                | Checkout    |  92
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | dvd                 | Checkin     | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | dvd                 | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | electronic resource | Checkin     | 127
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | electronic resource | Checkout    | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | microform           | Checkin     | 126
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | microform           | Checkout    | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | sound recording     | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | sound recording     | Checkout    | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | text                | Checkin     | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | text                | Checkout    | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | unspecified         | Checkin     | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | unspecified         | Checkout    | 105
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | video recording     | Checkin     | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-18  | Saturday    |           0 | video recording     | Checkout    | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | book                | Checkin     | 126
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | book                | Checkout    | 155
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | dvd                 | Checkin     | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | dvd                 | Checkout    | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | electronic resource | Checkin     | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | electronic resource | Checkout    | 106
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | microform           | Checkin     | 125
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | microform           | Checkout    | 112
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | sound recording     | Checkin     | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | sound recording     | Checkout    | 106
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | text                | Checkin     | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | text                | Checkout    | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | unspecified         | Checkin     |  98
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | unspecified         | Checkout    | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | video recording     | Checkin     | 126
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-19  | Sunday      |           0 | video recording     | Checkout    | 118
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | book                | Checkin     |  90
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | book                | Checkout    |  96
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | dvd                 | Checkin     | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | dvd                 | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | electronic resource | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | electronic resource | Checkout    | 136
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | microform           | Checkin     | 117
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | microform           | Checkout    | 102
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | sound recording     | Checkin     | 124
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | sound recording     | Checkout    | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | text                | Checkin     | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | text                | Checkout    |  95
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | unspecified         | Checkin     | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | unspecified         | Checkout    | 125
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | video recording     | Checkin     | 102
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-20  | Monday      |           0 | video recording     | Checkout    | 135
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | book                | Checkin     | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | book                | Checkout    | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | dvd                 | Checkin     | 142
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | dvd                 | Checkout    | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | electronic resource | Checkin     | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | electronic resource | Checkout    |  88
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | microform           | Checkin     | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | microform           | Checkout    | 127
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | sound recording     | Checkin     | 126
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | sound recording     | Checkout    | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | text                | Checkin     | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | text                | Checkout    | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | unspecified         | Checkin     | 118
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | unspecified         | Checkout    |  92
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | video recording     | Checkin     | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-21  | Tuesday     |           0 | video recording     | Checkout    | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | book                | Checkin     | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | book                | Checkout    | 153
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | dvd                 | Checkin     | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | dvd                 | Checkout    | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | electronic resource | Checkin     | 124
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | electronic resource | Checkout    | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | microform           | Checkin     | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | microform           | Checkout    | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | sound recording     | Checkin     | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | sound recording     | Checkout    | 100
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | text                | Checkin     |  98
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | text                | Checkout    | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | unspecified         | Checkin     | 102
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | unspecified         | Checkout    | 114
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | video recording     | Checkin     | 106
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-22  | Wednesday   |           0 | video recording     | Checkout    | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | book                | Checkin     | 133
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | book                | Checkout    |  96
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | dvd                 | Checkin     | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | dvd                 | Checkout    | 122
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | electronic resource | Checkin     | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | electronic resource | Checkout    | 125
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | microform           | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | microform           | Checkout    | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | sound recording     | Checkin     | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | sound recording     | Checkout    | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | text                | Checkin     | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | text                | Checkout    | 121
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | unspecified         | Checkin     | 109
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | unspecified         | Checkout    |  97
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | video recording     | Checkin     | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-23  | Thursday    |           0 | video recording     | Checkout    | 106
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | book                | Checkin     | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | book                | Checkout    | 141
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | dvd                 | Checkin     | 140
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | dvd                 | Checkout    |  95
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | electronic resource | Checkin     | 126
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | electronic resource | Checkout    | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | microform           | Checkin     | 111
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | microform           | Checkout    | 118
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | sound recording     | Checkin     | 122
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | sound recording     | Checkout    | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | text                | Checkin     | 113
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | text                | Checkout    | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | unspecified         | Checkin     | 127
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | unspecified         | Checkout    | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | video recording     | Checkin     | 102
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-24  | Friday      |           0 | video recording     | Checkout    | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | book                | Checkin     | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | book                | Checkout    |  93
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | dvd                 | Checkin     | 101
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | dvd                 | Checkout    | 101
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | electronic resource | Checkin     | 115
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | electronic resource | Checkout    | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | microform           | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | microform           | Checkout    | 127
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | sound recording     | Checkin     | 128
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | sound recording     | Checkout    |  91
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | text                | Checkin     | 108
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | text                | Checkout    | 117
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | unspecified         | Checkin     | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | unspecified         | Checkout    | 132
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | video recording     | Checkin     | 110
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-25  | Saturday    |           0 | video recording     | Checkout    | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | book                | Checkin     | 125
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | book                | Checkout    | 104
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | dvd                 | Checkin     | 120
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | dvd                 | Checkout    |  97
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | electronic resource | Checkin     | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | electronic resource | Checkout    | 116
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | microform           | Checkin     | 103
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | microform           | Checkout    | 131
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | sound recording     | Checkin     | 107
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | sound recording     | Checkout    | 122
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | text                | Checkin     |  87
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | text                | Checkout    | 119
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | unspecified         | Checkin     | 122
 Circ Desk 2        | Circulation Desk -- Back Entrance | 2018-08-26  | Sunday      |           0 | unspecified         | Checkout    | 135
